sample_id,grid_id,date,year,month,state_code,district_code,latitude,longitude,elevation_m,slope_deg,aspect_deg,terrain_ruggedness,relief_m,rainfall_1d_mm,rainfall_3d_mm,rainfall_7d_mm,rainfall_30d_mm,rainfall_90d_mm,temperature_mean_c,temperature_max_c,temperature_min_c,temperature_range_c,humidity_pct,ndvi,evi,ndwi,nbr,vegetation_fraction,soil_ph,soil_organic_carbon,soil_clay_pct,soil_sand_pct,soil_silt_pct,soil_bulk_density,soil_water_capacity,landcover_code,distance_to_river_m,distance_to_water_m,water_occurrence_pct,drainage_density,forest_cover_pct,protected_area_flag,distance_to_protected_area_m,flood_history_flag,landslide_history_flag,nearest_landslide_distance_km,distance_to_road_m,road_proximity_flag,road_cut_slope_hazard,target_flood_risk,target_landslide_risk,data_quality_score,depth_to_slip_plane_m,pore_water_pressure_kpa,effective_cohesion_kpa,friction_angle_deg,pore_pressure_ratio_ru,factor_of_safety_fs,subsurface_creep_um_hr
NER-G250M-2077_10872_20260908,NER-G250M-2077_10872,2026-09-08,2026,9,3,302,24.576711,93.191547,120.0,32.33,313.0,55.93,277.2,20.8,50.6,121.6,469.6,1491.2,27.5,32.9,24.4,8.5,89.0,0.8511,0.708,-0.7683,0.6763,1.0,4.85,31.6,38.5,25.7,35.8,130.4,0.17,1,16464.8,13995.1,0.0,2.8,74.3,0,125936.7,0,0,26.73,48203.2,0,0,0,1,1.0,6.0,7.06,23.22,23.64,0.0535,1.029,5.2
NER-G250M-2077_10948_20260908,NER-G250M-2077_10948,2026-09-08,2026,9,3,308,24.749327,93.191811,409.0,32.32,322.8,55.91,277.1,19.5,47.2,136.5,486.1,1628.3,25.7,29.7,23.0,6.7,91.0,0.8437,0.7352,-0.7625,0.6697,0.9843,4.94,34.1,39.4,25.1,35.5,130.4,0.18,1,10689.8,9086.3,0.0,2.8,74.3,0,141582.1,0,0,9.92,40191.4,0,0,0,2,1.0,6.0,7.06,23.91,23.42,0.0535,1.034,5.13
NER-G250M-2077_11025_20260908,NER-G250M-2077_11025,2026-09-08,2026,9,3,304,24.92194,93.192077,117.0,32.31,337.0,55.9,277.0,23.1,49.7,145.4,529.3,1582.6,27.8,31.7,24.6,7.1,88.0,0.8369,0.7483,-0.7584,0.6684,0.9675,4.93,36.7,39.3,25.1,35.6,130.4,0.18,1,26299.8,22354.8,0.0,2.8,74.3,0,158003.6,0,0,14.71,40514.1,0,0,0,2,1.0,6.0,7.06,24.26,23.44,0.0535,1.041,5.03
NER-G250M-2142_10643_20260908,NER-G250M-2142_10643,2026-09-08,2026,9,3,307,24.058555,93.351349,711.0,18.13,305.4,33.21,166.4,14.5,26.9,85.9,366.3,1142.4,25.2,31.2,23.2,8.0,93.0,0.8514,0.7092,-0.7688,0.6769,1.0,4.65,32.4,36.5,27.0,36.5,128.1,0.16,1,61061.0,51901.8,0.0,2.8,74.3,0,102175.1,0,0,35.67,45362.5,0,0,0,1,1.0,6.0,7.06,22.63,24.13,0.0535,1.867,2.28
NER-G250M-2142_10719_20260908,NER-G250M-2142_10719,2026-09-08,2026,9,3,302,24.231181,93.351821,768.0,18.18,308.5,33.29,166.8,15.6,31.1,75.8,320.2,1079.8,24.3,30.3,21.6,8.7,92.0,0.8455,0.7288,-0.7631,0.6722,0.9889,4.68,30.4,36.8,26.8,36.4,128.1,0.16,1,55347.6,47045.5,0.0,2.8,74.3,0,111472.1,0,0,24.19,36186.8,0,0,0,1,1.0,6.0,7.06,22.44,24.06,0.0535,1.853,2.28
NER-G250M-2142_10795_20260908,NER-G250M-2142_10795,2026-09-08,2026,9,3,308,24.403802,93.352298,230.0,18.24,313.2,33.38,167.3,15.3,36.7,120.0,409.9,1292.3,27.1,32.0,24.4,7.6,91.0,0.8553,0.6947,-0.7736,0.6819,1.0,4.79,30.1,37.9,26.0,36.1,128.1,0.17,1,41442.8,35226.4,0.0,2.8,74.3,0,123071.7,0,0,25.15,35993.0,0,0,0,1,1.0,6.0,7.06,22.78,23.78,0.0535,1.838,2.28
NER-G250M-2142_10872_20260908,NER-G250M-2142_10872,2026-09-08,2026,9,3,304,24.57642,93.352779,277.0,18.29,319.8,33.46,167.7,22.2,48.0,124.6,436.1,1302.5,27.2,32.1,24.6,7.5,92.0,0.8481,0.7107,-0.7661,0.6782,0.9953,4.91,31.6,39.1,25.3,35.6,128.1,0.18,1,28760.0,24446.0,0.0,2.8,74.3,0,136387.5,0,0,20.15,44897.0,0,0,0,1,1.0,6.0,7.06,23.43,23.49,0.0535,1.833,2.28
NER-G250M-2142_10948_20260908,NER-G250M-2142_10948,2026-09-08,2026,9,3,310,24.749034,93.353265,551.0,18.35,329.1,33.56,168.1,19.8,37.3,113.1,469.6,1556.3,26.5,30.4,24.0,6.4,94.0,0.8309,0.7745,-0.7535,0.66,0.9528,4.95,34.1,39.5,25.0,35.5,128.1,0.18,1,25904.7,22019.0,0.0,2.8,74.3,0,150965.9,0,0,6.12,56051.7,0,0,0,2,1.0,6.0,7.06,23.94,23.39,0.0535,1.834,2.28
NER-G250M-2142_11025_20260908,NER-G250M-2142_11025,2026-09-08,2026,9,3,305,24.921644,93.353755,707.0,18.4,341.5,33.64,168.5,22.8,39.2,120.1,418.5,1439.8,24.1,29.0,21.4,7.6,92.0,0.8309,0.7745,-0.7535,0.66,0.9528,4.88,36.7,38.8,25.4,35.8,128.1,0.18,1,24613.4,20921.4,0.0,2.8,74.3,0,166475.3,0,0,13.47,56302.1,0,0,0,2,1.0,6.0,7.06,24.08,23.56,0.0535,1.842,2.28
NER-G250M-2208_10566_20260908,NER-G250M-2208_10566,2026-09-08,2026,9,3,302,23.885477,93.511243,841.0,32.45,308.0,56.12,278.1,8.7,28.1,84.7,281.2,1045.0,24.1,29.9,21.4,8.5,93.0,0.8549,0.6934,-0.7731,0.6813,1.0,4.68,35.1,36.8,26.8,36.4,125.0,0.16,1,60236.4,51200.9,0.0,2.8,74.3,0,111482.4,0,0,40.62,51794.0,0,0,0,1,1.0,6.0,7.06,23.14,24.06,0.0535,1.037,5.09
NER-G250M-2208_10643_20260908,NER-G250M-2208_10643,2026-09-08,2026,9,3,308,24.058102,93.511925,1046.0,32.49,310.1,56.18,278.4,12.0,20.4,69.6,291.6,943.2,23.3,28.4,20.9,7.5,92.0,0.8474,0.7223,-0.7638,0.6748,0.9936,4.66,32.4,36.6,27.0,36.4,125.0,0.16,1,47190.9,40112.3,0.0,2.8,74.3,0,116980.5,0,0,47.34,34624.1,0,0,0,1,1.0,6.0,7.06,22.67,24.11,0.0535,1.029,5.2
NER-G250M-2208_10719_20260908,NER-G250M-2208_10719,2026-09-08,2026,9,3,304,24.230724,93.512613,1130.0,32.52,313.4,56.23,278.7,9.2,13.8,48.5,227.8,808.9,23.3,28.2,20.7,7.5,91.0,0.8597,0.6812,-0.7754,0.6844,1.0,4.74,30.4,37.4,26.4,36.2,125.0,0.17,1,39494.5,33570.3,0.0,2.8,74.3,0,125199.7,0,0,39.67,21197.6,0,0,0,1,1.0,6.0,7.06,22.65,23.91,0.0535,1.022,5.29
NER-G250M-2208_10795_20260908,NER-G250M-2208_10795,2026-09-08,2026,9,3,310,24.403342,93.513307,891.0,32.55,318.1,56.28,278.9,21.9,33.2,77.9,294.6,1090.7,22.9,27.9,20.3,7.6,93.0,0.8791,0.6383,-0.789,0.6993,1.0,4.86,30.1,38.6,25.6,35.8,125.0,0.17,1,40334.8,34284.6,0.0,2.8,74.3,0,135646.0,0,0,33.14,20835.6,0,0,0,1,1.0,6.0,7.06,23.02,23.61,0.0535,1.018,5.35
NER-G250M-2208_10872_20260908,NER-G250M-2208_10872,2026-09-08,2026,9,3,305,24.575956,93.514008,954.0,32.58,324.6,56.33,279.1,11.0,19.4,76.5,273.7,939.6,24.0,29.0,21.4,7.6,91.0,0.8565,0.6841,-0.7768,0.6829,1.0,4.94,31.6,39.4,25.0,35.6,125.0,0.18,1,43630.4,37085.8,0.0,2.8,74.3,0,147848.1,0,0,14.03,33957.6,0,0,0,2,1.0,6.0,7.06,23.53,23.41,0.0535,1.019,5.34
NER-G250M-2208_10948_20260908,NER-G250M-2208_10948,2026-09-08,2026,9,3,301,24.748566,93.514716,459.0,32.62,333.2,56.39,279.4,11.0,26.0,82.8,318.2,1119.8,24.3,30.1,21.8,8.3,91.0,0.8392,0.7443,-0.7598,0.669,0.9732,4.92,34.1,39.2,25.2,35.6,125.0,0.18,1,38949.1,33106.7,0.0,2.8,74.3,0,161408.1,0,1,1.25,43071.6,0,0,0,3,1.0,6.0,7.06,23.84,23.46,0.0535,1.025,5.25
NER-G250M-2208_11025_20260908,NER-G250M-2208_11025,2026-09-08,2026,9,3,307,24.921172,93.51543,908.0,32.65,344.2,56.44,279.7,19.2,35.9,98.8,375.7,1286.8,24.3,29.5,21.8,7.7,91.0,0.8421,0.7291,-0.7636,0.6728,0.9804,4.82,36.7,38.2,25.9,35.9,124.9,0.17,1,19909.8,16923.3,0.0,2.8,74.3,0,176012.1,0,1,3.41,44214.0,0,0,0,3,1.0,6.0,7.06,23.88,23.71,0.0535,1.032,5.15
NER-G250M-2208_11101_20260908,NER-G250M-2208_11101,2026-09-08,2026,9,3,302,25.093774,93.516151,1529.0,32.68,357.0,56.49,279.9,7.2,13.6,66.1,270.3,961.4,20.6,24.6,18.0,6.6,91.0,0.8504,0.7054,-0.771,0.6783,1.0,4.7,38.0,37.0,26.7,36.3,124.9,0.16,1,1756.7,1493.2,56.1,2.8,74.3,0,173538.3,0,0,11.08,43656.1,0,0,0,2,1.0,6.0,7.06,23.65,24.01,0.0535,1.036,5.1
NER-G250M-2208_11178_20260908,NER-G250M-2208_11178,2026-09-08,2026,9,3,308,25.266372,93.516878,1476.0,32.71,10.1,56.54,280.1,7.6,13.9,59.8,196.8,690.7,20.1,25.1,17.7,7.4,92.0,0.8372,0.7495,-0.7588,0.6661,0.9683,4.65,37.4,36.5,27.0,36.5,124.9,0.16,1,18544.3,15762.7,0.0,2.8,74.3,0,154486.7,0,0,20.07,49525.5,0,0,0,1,1.0,6.0,7.06,23.38,24.13,0.0535,1.034,5.13
NER-G250M-2208_11254_20260908,NER-G250M-2208_11254,2026-09-08,2026,9,3,304,25.438966,93.517612,789.0,32.74,22.0,56.58,280.4,11.8,24.7,105.5,353.5,1103.4,24.7,28.1,22.0,6.1,93.0,0.827,0.7833,-0.7513,0.6596,0.9434,4.71,35.4,37.1,26.6,36.3,124.9,0.16,1,37666.4,32016.4,0.0,2.8,74.3,0,135465.7,0,0,17.63,50052.1,0,0,0,2,1.0,6.0,7.06,23.29,23.98,0.0535,1.027,5.22
NER-G250M-2273_10566_20260908,NER-G250M-2273_10566,2026-09-08,2026,9,3,304,23.88486,93.6716,927.0,30.45,311.5,52.92,262.5,9.0,24.7,76.7,231.7,958.4,23.6,29.4,20.8,8.6,91.0,0.8343,0.7633,-0.755,0.665,0.9611,4.65,35.1,36.5,27.0,36.5,122.3,0.16,1,51430.4,43715.8,0.0,2.8,74.3,0,127208.9,0,0,33.69,48384.0,0,0,0,1,1.0,6.0,7.06,23.04,24.13,0.0535,1.107,4.23
NER-G250M-2273_10643_20260908,NER-G250M-2273_10643,2026-09-08,2026,9,3,310,24.057481,93.672495,1155.0,30.39,313.6,52.82,262.0,4.6,14.1,59.3,193.0,777.0,22.1,26.9,18.7,8.2,87.0,0.8346,0.7645,-0.7554,0.6627,0.9618,4.69,32.4,36.9,26.7,36.4,122.3,0.16,1,35245.6,29958.8,0.0,2.8,74.3,0,132072.3,0,0,31.47,29269.1,0,0,0,1,1.0,6.0,7.06,22.77,24.03,0.0535,1.101,4.3
NER-G250M-2273_10719_20260908,NER-G250M-2273_10719,2026-09-08,2026,9,3,305,24.230098,93.673399,881.0,30.32,316.9,52.71,261.5,8.1,14.5,50.0,229.5,788.4,24.4,29.3,21.4,7.9,88.0,0.8549,0.6934,-0.7731,0.6813,1.0,4.81,30.4,38.1,26.0,35.9,122.3,0.17,1,23951.7,20358.9,0.0,2.8,74.3,0,139422.1,0,0,39.61,10327.6,0,0,0,1,1.0,6.0,7.06,22.89,23.74,0.0535,1.096,4.36
NER-G250M-2273_10795_20260908,NER-G250M-2273_10795,2026-09-08,2026,9,3,301,24.402711,93.674311,1174.0,30.26,321.6,52.62,261.0,3.5,9.2,45.6,229.6,779.1,21.7,25.4,19.2,6.2,91.0,0.867,0.6608,-0.7823,0.694,1.0,4.92,30.1,39.2,25.2,35.6,122.3,0.18,1,25285.1,21492.3,0.0,2.8,74.3,0,148890.4,0,0,36.22,9533.5,0,0,0,1,1.0,6.0,7.06,23.23,23.46,0.0535,1.095,4.37
NER-G250M-2273_10872_20260908,NER-G250M-2273_10872,2026-09-08,2026,9,3,307,24.57532,93.675232,574.0,30.19,327.8,52.5,260.5,7.9,12.9,40.4,202.6,676.7,26.1,29.7,23.4,6.3,90.0,0.8531,0.7013,-0.7691,0.6791,1.0,4.95,31.6,39.5,25.0,35.5,122.2,0.18,1,33573.6,28537.6,0.0,2.8,74.3,0,160101.7,0,0,20.25,28448.5,0,0,0,1,1.0,6.0,7.06,23.56,23.39,0.0535,1.101,4.3
NER-G250M-2273_10948_20260908,NER-G250M-2273_10948,2026-09-08,2026,9,3,302,24.747925,93.676161,734.0,30.12,335.9,52.39,259.9,15.5,22.0,66.3,237.5,922.6,23.4,28.9,21.0,7.9,93.0,0.8507,0.7067,-0.7678,0.6789,1.0,4.87,34.1,38.7,25.5,35.8,122.2,0.17,1,23118.2,19650.5,0.0,2.8,74.3,0,172716.7,0,0,12.19,27268.8,0,0,0,2,1.0,6.0,7.06,23.66,23.58,0.0535,1.112,4.18
NER-G250M-2273_11025_20260908,NER-G250M-2273_11025,2026-09-08,2026,9,3,308,24.920526,93.6771,751.0,30.05,345.9,52.28,259.4,12.0,21.7,63.3,253.4,890.5,24.6,29.0,22.1,6.9,92.0,0.8705,0.6578,-0.7849,0.692,1.0,4.75,36.6,37.5,26.4,36.1,122.2,0.17,1,25996.6,22097.1,0.0,2.8,74.3,0,186450.7,0,0,13.19,29011.7,0,0,0,2,1.0,6.0,7.06,23.62,23.89,0.0535,1.124,4.05
NER-G250M-2273_11101_20260908,NER-G250M-2273_11101,2026-09-08,2026,9,3,304,25.093123,93.678047,1215.0,29.98,357.3,52.17,258.8,14.8,25.5,75.9,262.2,958.5,21.9,26.9,19.6,7.3,92.0,0.8676,0.6634,-0.7833,0.6916,1.0,4.66,37.9,36.6,26.9,36.5,122.2,0.16,1,17821.1,15147.9,0.0,2.8,74.3,0,175899.4,0,0,7.47,27613.3,0,0,0,2,1.0,6.0,7.06,23.5,24.1,0.0535,1.131,3.98
NER-G250M-2273_11178_20260908,NER-G250M-2273_11178,2026-09-08,2026,9,3,310,25.265716,93.679002,1024.0,29.91,8.9,52.06,258.3,11.6,17.2,50.4,191.3,619.1,22.6,27.8,19.9,7.9,91.0,0.8406,0.7367,-0.76,0.6709,0.9767,4.67,37.4,36.7,26.9,36.4,122.2,0.16,1,25666.6,21816.6,0.0,2.8,74.3,0,157138.3,0,0,11.69,36162.6,0,0,0,2,1.0,6.0,7.06,23.45,24.08,0.0535,1.133,3.95
NER-G250M-875_11198_20260908,NER-G250M-875_11198,2026-09-08,2026,9,4,402,25.287469,90.207905,61.0,30.99,166.1,53.78,266.7,3.2,26.2,64.5,168.8,1011.7,28.1,31.7,25.1,6.6,91.0,0.8744,0.6371,-0.789,0.6993,1.0,4.74,45.3,36.4,31.1,32.5,122.2,0.19,1,85000.0,72250.0,0.0,4.2,76.0,0,25663.7,0,0,24.55,132663.6,0,0,0,1,1.0,6.0,7.06,24.53,24.56,0.0535,1.127,4.02
NER-G250M-875_11239_20260908,NER-G250M-875_11239,2026-09-08,2026,9,4,402,25.379121,90.2058,162.0,23.39,158.6,41.62,207.4,2.7,9.2,29.2,125.3,804.5,27.4,30.5,24.5,6.0,87.0,0.867,0.6608,-0.7823,0.694,1.0,4.75,44.2,36.5,31.0,32.5,122.2,0.19,1,85000.0,72250.0,0.0,4.2,76.0,0,18257.1,0,0,14.41,122738.1,0,0,0,2,1.0,6.0,7.06,24.4,24.53,0.0535,1.495,2.28
NER-G250M-875_11280_20260908,NER-G250M-875_11280,2026-09-08,2026,9,4,403,25.470771,90.203684,174.0,28.62,151.8,49.99,248.2,6.4,9.0,25.3,151.3,736.8,27.7,30.3,25.0,5.3,86.0,0.8528,0.7001,-0.7686,0.6784,1.0,4.73,42.9,36.3,31.1,32.6,122.3,0.19,1,76160.9,64736.8,0.0,4.2,76.0,1,14667.4,0,1,4.45,112857.1,0,0,0,3,1.0,6.0,7.06,24.14,24.58,0.0535,1.215,3.2
NER-G250M-875_11320_20260908,NER-G250M-875_11320,2026-09-08,2026,9,4,403,25.56242,90.201558,197.0,34.68,146.0,59.69,295.5,5.5,9.1,27.2,155.9,815.2,28.0,30.6,25.3,5.3,84.0,0.8406,0.7367,-0.76,0.6709,0.9767,4.68,41.4,35.8,31.5,32.7,122.3,0.19,1,66858.4,56829.6,0.0,4.2,76.0,0,17437.0,0,0,5.32,103033.2,0,0,0,2,1.0,6.0,7.06,23.74,24.71,0.0535,0.997,5.66
NER-G250M-875_11361_20260908,NER-G250M-875_11361,2026-09-08,2026,9,4,403,25.654068,90.199422,389.0,37.0,141.1,63.4,313.6,6.3,9.7,66.6,220.7,993.8,26.8,29.1,24.2,4.9,84.0,0.8382,0.7531,-0.7569,0.6678,0.9706,4.62,40.0,35.2,31.9,32.9,122.3,0.18,1,57850.1,49172.6,0.0,4.2,76.0,0,24496.1,0,0,15.1,93284.4,0,0,0,2,1.0,6.0,7.06,23.32,24.85,0.0535,0.931,6.75
NER-G250M-875_11402_20260908,NER-G250M-875_11402,2026-09-08,2026,9,4,403,25.745715,90.197275,191.0,34.89,136.9,60.02,297.1,3.3,27.7,76.0,228.9,1172.6,27.9,31.1,25.1,6.0,83.0,0.8392,0.7443,-0.7598,0.669,0.9732,4.55,38.9,34.5,32.3,33.2,122.4,0.18,1,49297.4,41902.8,0.0,4.2,76.0,0,33214.0,0,0,18.83,83637.0,0,0,0,2,1.0,6.0,7.06,22.91,25.02,0.0535,0.986,5.82
NER-G250M-986_11158_20260908,NER-G250M-986_11158,2026-09-08,2026,9,4,405,25.200765,90.485821,26.0,35.77,175.2,61.43,304.0,4.8,23.2,51.8,242.3,1291.0,28.0,32.1,25.2,6.9,90.0,0.8538,0.7039,-0.77,0.6803,1.0,4.75,45.9,36.5,31.0,32.5,116.9,0.19,1,85000.0,72250.0,0.0,4.2,76.0,0,33840.3,0,0,7.15,131919.2,0,0,0,2,1.0,6.0,7.06,24.66,24.53,0.0535,0.976,5.98
NER-G250M-986_11198_20260908,NER-G250M-986_11198,2026-09-08,2026,9,4,406,25.292438,90.483932,111.0,30.63,168.9,53.21,263.9,4.6,21.5,47.6,236.7,1247.9,27.7,31.6,25.1,6.5,89.0,0.8462,0.7173,-0.7654,0.6755,0.9904,4.73,45.2,36.3,31.1,32.6,117.0,0.19,1,85000.0,72250.0,0.0,4.2,76.0,0,24755.3,0,0,10.78,123595.9,0,0,0,2,1.0,6.0,7.06,24.48,24.58,0.0535,1.14,3.88
NER-G250M-986_11239_20260908,NER-G250M-986_11239,2026-09-08,2026,9,4,406,25.384111,90.482034,503.0,22.94,163.0,40.9,203.9,2.7,13.6,45.8,246.7,1129.6,25.6,28.8,23.2,5.6,89.0,0.8406,0.7367,-0.76,0.6709,0.9767,4.69,44.1,35.9,31.4,32.7,117.0,0.19,1,85000.0,72250.0,0.0,4.2,76.0,0,16959.3,0,0,19.69,115570.5,0,0,0,2,1.0,6.0,7.06,24.18,24.68,0.0535,1.528,2.28
NER-G250M-986_11280_20260908,NER-G250M-986_11280,2026-09-08,2026,9,4,406,25.475782,90.480127,685.0,29.03,157.5,50.65,251.4,2.6,9.3,35.2,209.7,920.1,24.7,28.1,22.1,6.0,90.0,0.8386,0.7419,-0.7589,0.6679,0.9717,4.62,42.8,35.2,31.8,33.0,117.0,0.18,1,85000.0,72250.0,0.0,4.2,76.0,1,13021.1,0,0,25.32,107909.4,0,0,0,1,1.0,6.0,7.06,23.74,24.84,0.0535,1.2,3.33
NER-G250M-986_11320_20260908,NER-G250M-986_11320,2026-09-08,2026,9,4,406,25.567452,90.478211,366.0,34.92,152.5,60.07,297.4,14.1,23.5,33.4,146.8,735.0,26.3,31.1,23.8,7.3,92.0,0.8443,0.7238,-0.7647,0.6729,0.9857,4.56,41.3,34.6,32.3,33.1,117.1,0.18,1,82689.8,70286.3,0.0,4.2,76.0,0,16081.3,0,0,20.83,100695.8,0,0,0,1,1.0,6.0,7.06,23.3,25.0,0.0535,0.991,5.75
NER-G250M-986_11361_20260908,NER-G250M-986_11361,2026-09-08,2026,9,4,406,25.65912,90.476285,335.0,37.0,148.1,63.4,313.6,10.0,18.8,29.9,157.2,775.3,26.6,31.3,24.1,7.2,92.0,0.8571,0.6867,-0.774,0.6842,1.0,4.5,40.0,34.0,32.7,33.3,117.1,0.17,1,75603.8,64263.2,0.0,4.2,76.0,0,23553.9,0,0,12.44,93367.8,0,0,0,2,1.0,6.0,7.06,22.9,25.15,0.0535,0.932,6.73
NER-G250M-986_11402_20260908,NER-G250M-986_11402,2026-09-08,2026,9,4,406,25.750787,90.47435,240.0,34.66,144.3,59.66,295.3,8.0,15.1,23.4,150.8,763.6,27.1,31.8,24.5,7.3,90.0,0.8732,0.6509,-0.786,0.6954,1.0,4.46,38.9,33.6,32.9,33.5,117.1,0.17,1,69291.6,58897.9,0.0,4.2,76.0,0,32528.0,0,0,9.08,83202.2,0,0,0,2,1.0,6.0,7.06,22.59,25.24,0.0535,0.994,5.7
NER-G250M-1209_11158_20260908,NER-G250M-1209_11158,2026-09-08,2026,9,4,403,25.209122,91.037662,196.0,35.45,175.6,60.92,301.5,7.8,23.3,95.1,348.1,1325.7,27.8,31.2,25.2,6.0,86.0,0.8474,0.7223,-0.7638,0.6748,0.9936,4.57,45.8,34.7,32.2,33.1,118.6,0.18,1,85000.0,72250.0,0.0,4.2,76.0,0,75052.3,0,0,39.01,93273.4,0,0,0,1,1.0,6.0,7.06,24.02,24.97,0.0535,0.986,5.82
NER-G250M-1209_11198_20260908,NER-G250M-1209_11198,2026-09-08,2026,9,4,403,25.30083,91.036187,304.0,30.0,170.5,52.2,259.0,4.6,13.2,71.0,234.4,970.1,26.6,30.1,23.6,6.5,86.0,0.8517,0.7105,-0.7692,0.6775,1.0,4.51,45.1,34.1,32.6,33.3,118.6,0.17,1,85000.0,72250.0,0.0,4.2,76.0,0,71442.7,0,0,31.53,89514.8,0,0,0,1,1.0,6.0,7.06,23.7,25.12,0.0535,1.169,3.6
NER-G250M-1209_11239_20260908,NER-G250M-1209_11239,2026-09-08,2026,9,4,403,25.392537,91.034705,622.0,22.18,165.6,39.69,198.0,3.5,15.7,53.1,168.2,683.9,25.9,30.3,22.9,7.4,89.0,0.8591,0.6786,-0.7783,0.6866,1.0,4.47,44.0,33.7,32.9,33.4,118.6,0.17,1,85000.0,72250.0,0.0,4.2,76.0,0,69155.3,0,0,25.95,86794.4,0,0,0,1,1.0,6.0,7.06,23.4,25.22,0.0535,1.59,2.28
NER-G250M-1209_11280_20260908,NER-G250M-1209_11280,2026-09-08,2026,9,4,403,25.484242,91.033216,643.0,29.69,161.0,51.7,256.6,1.7,7.3,35.0,176.7,733.0,24.1,27.4,21.3,6.1,88.0,0.8725,0.6482,-0.785,0.694,1.0,4.45,42.7,33.5,33.0,33.5,118.6,0.17,1,85000.0,72250.0,0.0,4.2,76.0,0,68323.2,0,0,23.67,81180.9,0,0,0,1,1.0,6.0,7.06,23.13,25.27,0.0535,1.177,3.53
NER-G250M-1209_11320_20260908,NER-G250M-1209_11320,2026-09-08,2026,9,4,403,25.575947,91.031719,921.0,35.29,156.7,60.66,300.3,3.3,10.4,48.2,247.5,895.0,23.1,26.1,20.4,5.7,88.0,0.8747,0.6385,-0.7895,0.7,1.0,4.46,41.2,33.6,32.9,33.5,118.5,0.17,1,85000.0,72250.0,0.0,4.2,76.0,0,68998.8,0,0,24.62,71284.7,0,0,0,1,1.0,6.0,7.06,22.94,25.24,0.0535,0.981,5.9
NER-G250M-1209_11361_20260908,NER-G250M-1209_11361,2026-09-08,2026,9,4,404,25.66765,91.030216,921.0,36.97,152.9,63.35,313.4,3.4,17.7,78.5,323.4,1084.3,23.5,26.8,21.0,5.8,87.0,0.8663,0.6581,-0.7854,0.6926,1.0,4.5,39.8,34.0,32.6,33.4,118.5,0.17,1,85000.0,72250.0,0.0,4.2,76.0,0,71139.2,0,0,29.04,61481.7,0,0,0,1,1.0,6.0,7.06,22.87,25.14,0.0535,0.932,6.73
NER-G250M-1209_11402_20260908,NER-G250M-1209_11402,2026-09-08,2026,9,4,404,25.759352,91.028704,524.0,34.22,149.5,58.95,291.9,6.8,23.6,83.0,402.2,1192.6,26.6,29.9,24.7,5.2,87.0,0.8522,0.6975,-0.7713,0.6805,1.0,4.56,38.8,34.6,32.2,33.2,118.5,0.18,1,85000.0,72250.0,0.0,4.2,76.0,0,74618.3,0,0,21.97,51824.7,0,0,0,1,1.0,6.0,7.06,22.93,24.99,0.0535,1.005,5.54
NER-G250M-1320_11158_20260908,NER-G250M-1320_11158,2026-09-08,2026,9,4,406,25.212528,91.313667,140.0,35.31,175.3,60.7,300.4,2.8,19.5,96.5,346.8,1517.2,27.8,30.7,24.7,6.0,86.0,0.833,0.7707,-0.7518,0.6633,0.958,4.47,45.8,33.7,32.9,33.4,123.7,0.17,1,85000.0,72250.0,0.0,4.2,76.0,0,100836.5,0,0,31.29,69150.5,0,0,0,1,1.0,6.0,7.06,23.66,25.22,0.0535,0.992,5.73
NER-G250M-1320_11198_20260908,NER-G250M-1320_11198,2026-09-08,2026,9,4,406,25.30425,91.312399,592.0,29.73,170.1,51.77,256.9,2.6,12.7,69.2,331.7,1552.0,24.4,27.1,21.4,5.7,86.0,0.8413,0.7392,-0.7609,0.6691,0.9783,4.45,45.1,33.5,33.0,33.5,123.7,0.17,1,85000.0,72250.0,0.0,4.2,76.0,0,98197.2,0,0,21.23,63967.6,0,0,0,1,1.0,6.0,7.06,23.49,25.27,0.0535,1.181,3.49
NER-G250M-1320_11239_20260908,NER-G250M-1320_11239,2026-09-08,2026,9,4,406,25.395972,91.311126,1466.0,22.13,165.1,39.61,197.6,6.2,14.2,45.2,282.9,1188.0,20.1,23.6,17.5,6.1,93.0,0.8481,0.7107,-0.7697,0.6782,0.9953,4.46,44.0,33.6,32.9,33.5,123.7,0.17,1,85000.0,72250.0,0.0,4.2,76.0,0,96564.1,0,0,11.39,60077.7,0,0,0,2,1.0,6.0,7.06,23.36,25.24,0.0535,1.594,2.28
NER-G250M-1320_11280_20260908,NER-G250M-1320_11280,2026-09-08,2026,9,4,406,25.487691,91.309846,1502.0,29.95,160.5,52.12,258.6,12.3,29.3,56.9,232.0,870.1,20.4,24.6,17.8,6.8,92.0,0.8531,0.7013,-0.7691,0.6791,1.0,4.5,42.6,34.0,32.7,33.3,123.6,0.17,1,85000.0,72250.0,0.0,4.2,76.0,0,95988.4,0,1,4.03,57742.8,0,0,0,3,1.0,6.0,7.06,23.29,25.15,0.0535,1.165,3.64
NER-G250M-1320_11320_20260908,NER-G250M-1320_11320,2026-09-08,2026,9,4,407,25.57941,91.308559,1444.0,35.43,156.2,60.89,301.4,9.3,18.3,59.6,207.8,745.7,20.4,25.7,17.5,8.2,91.0,0.8487,0.7133,-0.7671,0.6762,0.9969,4.56,41.1,34.6,32.3,33.1,123.6,0.18,1,84618.9,71926.1,0.0,4.2,76.0,0,96488.9,0,0,7.64,57153.6,0,0,0,2,1.0,6.0,7.06,23.27,25.0,0.0535,0.976,5.98
